date,game_no,dow,visiting_team,visiting_league,visiting_league_game_no,home_team,home_league,home_league_game_no,visiting_team_score,home_team_score,winning_team
20220917,2,Sat,MIN,AL,145,CLE,AL,145,6,7,CLE
20220917,0,Sat,CHA,AL,146,DET,AL,145,4,3,CHA
20220917,0,Sat,OAK,AL,146,HOU,AL,146,8,5,OAK
20220917,0,Sat,TEX,AL,145,TBA,AL,145,1,5,TBA
20220917,0,Sat,BAL,AL,144,TOR,AL,146,3,6,TOR
20220918,0,Sun,SDN,NL,147,ARI,NL,146,6,1,SDN
20220918,0,Sun,PHI,NL,146,ATL,NL,146,2,5,ATL
20220918,0,Sun,COL,NL,146,CHN,NL,146,4,3,COL
20220918,0,Sun,NYA,AL,146,MIL,NL,146,12,8,NYA
20220918,0,Sun,PIT,NL,147,NYN,NL,148,3,7,NYN
20220918,0,Sun,LAN,NL,145,SFN,NL,146,4,3,LAN
20220918,0,Sun,CIN,NL,147,SLN,NL,148,3,0,CIN
20220918,0,Sun,MIA,NL,147,WAS,NL,146,3,1,MIA
20220918,0,Sun,SEA,AL,145,ANA,AL,146,1,5,ANA
20220918,0,Sun,KCA,AL,147,BOS,AL,146,3,13,BOS
20220918,0,Sun,MIN,AL,146,CLE,AL,146,3,0,MIN
20220918,0,Sun,CHA,AL,147,DET,AL,146,11,5,CHA
20220918,0,Sun,OAK,AL,147,HOU,AL,147,2,11,HOU
20220918,0,Sun,TEX,AL,146,TBA,AL,146,3,5,TBA
20220918,0,Sun,BAL,AL,145,TOR,AL,147,5,4,BAL
20220919,0,Mon,WAS,NL,147,ATL,NL,147,2,5,ATL
20220919,0,Mon,SFN,NL,147,COL,NL,147,10,7,SFN
20220919,0,Mon,ARI,NL,147,LAN,NL,146,2,5,LAN
20220919,0,Mon,CHN,NL,147,MIA,NL,148,3,10,MIA
20220919,0,Mon,NYN,NL,149,MIL,NL,147,7,2,NYN
20220919,0,Mon,SEA,AL,146,ANA,AL,147,9,1,SEA
20220919,0,Mon,DET,AL,147,BAL,AL,146,11,0,DET
20220919,0,Mon,MIN,AL,147,CLE,AL,147,4,11,CLE
20220919,0,Mon,HOU,AL,148,TBA,AL,147,4,0,HOU
20220920,0,Tue,WAS,NL,148,ATL,NL,148,2,3,ATL
20220920,0,Tue,BOS,AL,147,CIN,NL,148,5,3,BOS
20220920,0,Tue,SFN,NL,148,COL,NL,148,6,3,SFN
20220920,1,Tue,ARI,NL,148,LAN,NL,147,5,6,LAN
20220920,2,Tue,ARI,NL,149,LAN,NL,148,5,2,ARI
20220920,0,Tue,CHN,NL,148,MIA,NL,149,2,1,CHN
20220920,0,Tue,NYN,NL,150,MIL,NL,148,7,5,NYN
20220920,0,Tue,TOR,AL,148,PHI,NL,147,18,11,TOR
20220920,0,Tue,SLN,NL,149,SDN,NL,148,0,5,SDN
20220920,0,Tue,DET,AL,148,BAL,AL,147,3,2,DET
20220920,0,Tue,CLE,AL,148,CHA,AL,148,10,7,CLE
20220920,0,Tue,MIN,AL,148,KCA,AL,148,4,5,KCA
20220920,0,Tue,PIT,NL,148,NYA,AL,147,8,9,NYA
20220920,0,Tue,SEA,AL,147,OAK,AL,148,1,4,OAK
20220920,0,Tue,HOU,AL,149,TBA,AL,148,5,0,HOU
20220920,0,Tue,ANA,AL,148,TEX,AL,147,5,2,ANA
20220921,0,Wed,WAS,NL,149,ATL,NL,149,3,2,WAS
20220921,0,Wed,BOS,AL,148,CIN,NL,149,1,5,CIN
20220921,0,Wed,SFN,NL,149,COL,NL,149,6,1,SFN
20220921,0,Wed,ARI,NL,150,LAN,NL,149,6,1,ARI
20220921,0,Wed,CHN,NL,149,MIA,NL,150,4,3,CHN
20220921,0,Wed,NYN,NL,151,MIL,NL,149,0,6,MIL
20220921,0,Wed,TOR,AL,149,PHI,NL,148,3,4,PHI
20220921,0,Wed,SLN,NL,150,SDN,NL,149,0,1,SDN
20220921,0,Wed,DET,AL,149,BAL,AL,148,1,8,BAL
20220921,0,Wed,CLE,AL,149,CHA,AL,149,8,2,CLE
20220921,0,Wed,MIN,AL,149,KCA,AL,149,2,5,KCA
20220921,0,Wed,PIT,NL,149,NYA,AL,148,2,14,NYA
20220921,0,Wed,SEA,AL,148,OAK,AL,149,1,2,OAK
20220921,0,Wed,HOU,AL,150,TBA,AL,149,5,2,HOU
20220921,0,Wed,ANA,AL,149,TEX,AL,148,2,7,TEX
20220922,0,Thu,MIL,NL,150,CIN,NL,150,5,1,MIL
20220922,0,Thu,SFN,NL,150,COL,NL,150,3,0,SFN
20220922,0,Thu,ARI,NL,151,LAN,NL,150,2,3,LAN
20220922,0,Thu,ATL,NL,150,PHI,NL,149,0,1,PHI
20220922,0,Thu,CHN,NL,150,PIT,NL,150,3,2,CHN
20220922,0,Thu,SLN,NL,151,SDN,NL,150,5,4,SLN
20220922,0,Thu,HOU,AL,151,BAL,AL,149,0,2,BAL
20220922,0,Thu,CLE,AL,150,CHA,AL,150,4,2,CLE
20220922,0,Thu,MIN,AL,150,KCA,AL,150,1,4,KCA
20220922,0,Thu,BOS,AL,149,NYA,AL,149,4,5,NYA
20220922,0,Thu,SEA,AL,149,OAK,AL,150,9,5,SEA
20220922,0,Thu,TOR,AL,150,TBA,AL,150,5,10,TBA
20220922,0,Thu,ANA,AL,150,TEX,AL,149,3,5,TEX
20220923,0,Fri,SFN,NL,151,ARI,NL,152,6,5,SFN
20220923,0,Fri,MIL,NL,151,CIN,NL,151,5,3,MIL
20220923,0,Fri,SDN,NL,151,COL,NL,151,3,4,COL
20220923,0,Fri,SLN,NL,152,LAN,NL,151,11,0,SLN
20220923,0,Fri,WAS,NL,150,MIA,NL,151,2,5,MIA
20220923,0,Fri,ATL,NL,151,PHI,NL,150,1,9,PHI
20220923,0,Fri,CHN,NL,151,PIT,NL,151,6,5,CHN
20220923,0,Fri,HOU,AL,152,BAL,AL,150,0,6,BAL
20220923,0,Fri,DET,AL,150,CHA,AL,151,5,3,DET
20220923,0,Fri,SEA,AL,150,KCA,AL,151,1,5,KCA
20220923,0,Fri,ANA,AL,151,MIN,AL,151,4,2,ANA
20220923,0,Fri,BOS,AL,150,NYA,AL,150,4,5,NYA
20220923,0,Fri,NYN,NL,152,OAK,AL,151,9,2,NYN
20220923,0,Fri,TOR,AL,151,TBA,AL,151,6,10,TBA
20220923,0,Fri,CLE,AL,151,TEX,AL,150,6,3,CLE
20220924,0,Sat,SFN,NL,152,ARI,NL,153,2,5,ARI
20220924,0,Sat,MIL,NL,152,CIN,NL,152,10,2,MIL
20220924,0,Sat,SDN,NL,152,COL,NL,152,9,3,SDN
20220924,0,Sat,SLN,NL,153,LAN,NL,152,2,6,LAN
20220924,0,Sat,WAS,NL,151,MIA,NL,152,1,4,MIA
20220924,0,Sat,ATL,NL,152,PHI,NL,151,6,3,ATL
20220924,0,Sat,CHN,NL,152,PIT,NL,152,0,6,PIT
20220924,0,Sat,HOU,AL,153,BAL,AL,151,11,10,HOU
20220924,0,Sat,DET,AL,151,CHA,AL,152,7,2,DET
20220924,0,Sat,SEA,AL,151,KCA,AL,152,6,5,SEA
20220924,0,Sat,ANA,AL,152,MIN,AL,152,4,8,MIN
20220924,0,Sat,BOS,AL,151,NYA,AL,151,5,7,NYA
20220924,0,Sat,NYN,NL,153,OAK,AL,152,4,10,OAK
20220924,0,Sat,TOR,AL,152,TBA,AL,152,3,1,TOR
20220924,0,Sat,CLE,AL,152,TEX,AL,151,4,2,CLE
20220925,0,Sun,SFN,NL,153,ARI,NL,154,3,2,SFN
20220925,0,Sun,MIL,NL,153,CIN,NL,153,1,2,CIN
20220925,0,Sun,SDN,NL,153,COL,NL,153,13,6,SDN
20220925,0,Sun,SLN,NL,154,LAN,NL,153,1,4,LAN
20220925,0,Sun,WAS,NL,152,MIA,NL,153,6,1,WAS
20220925,0,Sun,ATL,NL,153,PHI,NL,152,8,7,ATL
20220925,0,Sun,CHN,NL,153,PIT,NL,153,8,3,CHN
20220925,0,Sun,HOU,AL,154,BAL,AL,152,6,3,HOU
20220925,0,Sun,DET,AL,152,CHA,AL,153,4,1,DET
20220925,0,Sun,SEA,AL,152,KCA,AL,153,12,13,KCA
20220925,0,Sun,ANA,AL,153,MIN,AL,153,10,3,ANA
20220925,0,Sun,BOS,AL,152,NYA,AL,152,0,2,NYA
20220925,0,Sun,NYN,NL,154,OAK,AL,153,13,4,NYN
20220925,0,Sun,TOR,AL,153,TBA,AL,153,7,1,TOR
20220925,0,Sun,CLE,AL,153,TEX,AL,152,10,4,CLE
20220926,0,Mon,CIN,NL,154,PIT,NL,154,3,8,PIT
20220926,0,Mon,ATL,NL,154,WAS,NL,153,8,0,ATL
20220926,0,Mon,BAL,AL,153,BOS,AL,153,14,8,BAL
20220926,0,Mon,NYA,AL,153,TOR,AL,154,2,3,TOR
20220927,0,Tue,PHI,NL,153,CHN,NL,154,1,2,CHN
20220927,0,Tue,SLN,NL,155,MIL,NL,154,6,2,SLN
20220927,0,Tue,MIA,NL,154,NYN,NL,155,6,4,MIA
20220927,0,Tue,CIN,NL,155,PIT,NL,155,1,4,PIT
20220927,0,Tue,LAN,NL,154,SDN,NL,154,3,4,SDN
20220927,0,Tue,COL,NL,154,SFN,NL,154,2,5,SFN
20220927,0,Tue,ATL,NL,155,WAS,NL,154,8,2,ATL
20220927,0,Tue,OAK,AL,154,ANA,AL,154,3,4,ANA
20220927,0,Tue,BAL,AL,154,BOS,AL,154,9,13,BOS
20220927,0,Tue,TBA,AL,154,CLE,AL,154,6,5,TBA
20220927,0,Tue,KCA,AL,154,DET,AL,153,3,4,DET
20220927,0,Tue,ARI,NL,155,HOU,AL,155,2,10,HOU
20220927,0,Tue,CHA,AL,154,MIN,AL,154,0,4,MIN
20220927,0,Tue,TEX,AL,153,SEA,AL,153,5,0,TEX
20220927,0,Tue,NYA,AL,154,TOR,AL,155,5,2,NYA
20220928,0,Wed,PHI,NL,154,CHN,NL,155,2,4,CHN
20220928,0,Wed,SLN,NL,156,MIL,NL,155,1,5,MIL
20220928,0,Wed,MIA,NL,155,NYN,NL,156,4,5,NYN
20220928,0,Wed,CIN,NL,156,PIT,NL,156,3,4,PIT
20220928,0,Wed,LAN,NL,155,SDN,NL,155,1,0,LAN
20220928,0,Wed,COL,NL,155,SFN,NL,155,3,6,SFN
20220928,0,Wed,ATL,NL,156,WAS,NL,155,2,3,WAS
20220928,0,Wed,OAK,AL,155,ANA,AL,155,1,4,ANA
20220928,0,Wed,BAL,AL,155,BOS,AL,155,1,3,BOS
20220928,0,Wed,TBA,AL,155,CLE,AL,155,1,2,CLE
20220928,0,Wed,KCA,AL,155,DET,AL,154,1,2,DET
20220928,0,Wed,ARI,NL,156,HOU,AL,156,5,2,ARI
20220928,0,Wed,CHA,AL,155,MIN,AL,155,4,8,MIN
20220928,0,Wed,TEX,AL,154,SEA,AL,154,1,3,SEA
20220928,0,Wed,NYA,AL,155,TOR,AL,156,8,3,NYA
20220929,0,Thu,PHI,NL,155,CHN,NL,156,0,2,CHN
20220929,0,Thu,MIA,NL,156,MIL,NL,156,4,2,MIA
20220929,0,Thu,LAN,NL,156,SDN,NL,156,5,2,LAN
20220929,0,Thu,COL,NL,156,SFN,NL,156,4,6,SFN
20220929,0,Thu,OAK,AL,156,ANA,AL,156,2,4,ANA
20220929,0,Thu,BAL,AL,156,BOS,AL,156,3,5,BOS
20220929,0,Thu,TBA,AL,156,CLE,AL,156,1,2,CLE
20220929,0,Thu,KCA,AL,156,DET,AL,155,3,10,DET
20220929,0,Thu,CHA,AL,156,MIN,AL,156,4,3,CHA
20220929,0,Thu,TEX,AL,155,SEA,AL,155,9,10,SEA
20220930,0,Fri,NYN,NL,157,ATL,NL,157,2,5,ATL
20220930,0,Fri,CIN,NL,157,CHN,NL,157,1,6,CHN
20220930,0,Fri,COL,NL,157,LAN,NL,157,1,10,LAN
20220930,0,Fri,MIA,NL,157,MIL,NL,157,0,1,MIL
20220930,0,Fri,CHA,AL,157,SDN,NL,157,3,1,CHA
20220930,0,Fri,ARI,NL,157,SFN,NL,157,4,10,SFN
20220930,0,Fri,PIT,NL,157,SLN,NL,157,1,2,SLN
20220930,0,Fri,PHI,NL,156,WAS,NL,156,5,1,PHI
20220930,0,Fri,TEX,AL,156,ANA,AL,157,1,4,ANA
20220930,0,Fri,KCA,AL,157,CLE,AL,157,3,6,CLE
20220930,0,Fri,MIN,AL,157,DET,AL,156,7,0,MIN
20220930,0,Fri,TBA,AL,157,HOU,AL,157,7,3,TBA
20220930,0,Fri,BAL,AL,157,NYA,AL,156,2,1,BAL
20220930,0,Fri,OAK,AL,157,SEA,AL,156,1,2,SEA
20220930,0,Fri,BOS,AL,157,TOR,AL,157,0,9,TOR
20221001,0,Sat,NYN,NL,158,ATL,NL,158,2,4,ATL
20221001,0,Sat,CIN,NL,158,CHN,NL,158,1,2,CHN
20221001,0,Sat,COL,NL,158,LAN,NL,158,4,6,LAN
20221001,0,Sat,MIA,NL,158,MIL,NL,158,4,3,MIA
20221001,0,Sat,CHA,AL,158,SDN,NL,158,2,5,SDN
20221001,0,Sat,ARI,NL,158,SFN,NL,158,8,4,ARI
20221001,0,Sat,PIT,NL,158,SLN,NL,158,3,13,SLN
20221001,1,Sat,PHI,NL,157,WAS,NL,157,4,13,WAS
20221001,2,Sat,PHI,NL,158,WAS,NL,158,8,2,PHI
20221001,0,Sat,TEX,AL,157,ANA,AL,158,2,3,ANA
20221001,0,Sat,KCA,AL,158,CLE,AL,158,7,1,KCA
20221001,0,Sat,MIN,AL,158,DET,AL,157,2,3,DET
20221001,0,Sat,TBA,AL,158,HOU,AL,158,1,2,HOU
20221001,0,Sat,BAL,AL,158,NYA,AL,157,0,8,NYA
20221001,0,Sat,OAK,AL,158,SEA,AL,157,1,5,SEA
20221001,0,Sat,BOS,AL,158,TOR,AL,158,0,10,TOR
20221002,0,Sun,NYN,NL,159,ATL,NL,159,3,5,ATL
20221002,0,Sun,CIN,NL,159,CHN,NL,159,1,8,CHN
20221002,0,Sun,COL,NL,159,LAN,NL,159,4,1,COL
20221002,0,Sun,MIA,NL,159,MIL,NL,159,4,3,MIA
20221002,0,Sun,CHA,AL,159,SDN,NL,159,2,1,CHA
20221002,0,Sun,ARI,NL,159,SFN,NL,159,3,4,SFN
20221002,0,Sun,PIT,NL,159,SLN,NL,159,7,5,PIT
20221002,0,Sun,PHI,NL,159,WAS,NL,159,8,1,PHI
20221002,0,Sun,TEX,AL,158,ANA,AL,159,3,8,ANA
20221002,0,Sun,KCA,AL,159,CLE,AL,159,5,7,CLE
20221002,0,Sun,MIN,AL,159,DET,AL,158,2,5,DET
20221002,0,Sun,TBA,AL,159,HOU,AL,159,1,3,HOU
20221002,0,Sun,BAL,AL,159,NYA,AL,158,3,1,BAL
20221002,0,Sun,OAK,AL,159,SEA,AL,158,10,3,OAK
20221002,0,Sun,BOS,AL,159,TOR,AL,159,3,6,TOR
20221003,0,Mon,CHN,NL,160,CIN,NL,160,1,3,CIN
20221003,0,Mon,COL,NL,160,LAN,NL,160,2,1,COL
20221003,0,Mon,ATL,NL,160,MIA,NL,160,0,4,MIA
20221003,0,Mon,ARI,NL,160,MIL,NL,160,5,6,MIL
20221003,0,Mon,SLN,NL,160,PIT,NL,160,2,3,PIT
20221003,0,Mon,SFN,NL,160,SDN,NL,160,4,7,SDN
20221003,0,Mon,TOR,AL,160,BAL,AL,160,5,1,TOR
20221003,0,Mon,TBA,AL,160,BOS,AL,160,3,4,BOS
20221003,0,Mon,MIN,AL,160,CHA,AL,160,2,3,CHA
20221003,0,Mon,KCA,AL,160,CLE,AL,160,5,2,KCA
20221003,0,Mon,PHI,NL,160,HOU,AL,160,3,0,PHI
20221003,0,Mon,ANA,AL,160,OAK,AL,160,4,5,OAK
20221003,0,Mon,DET,AL,159,SEA,AL,159,4,3,DET
20221003,0,Mon,NYA,AL,159,TEX,AL,159,3,1,NYA
20221004,0,Tue,CHN,NL,161,CIN,NL,161,2,3,CIN
20221004,0,Tue,COL,NL,161,LAN,NL,161,5,2,COL
20221004,0,Tue,ATL,NL,161,MIA,NL,161,2,1,ATL
20221004,0,Tue,ARI,NL,161,MIL,NL,161,0,3,MIL
20221004,1,Tue,WAS,NL,160,NYN,NL,160,2,4,NYN
20221004,2,Tue,WAS,NL,161,NYN,NL,161,0,8,NYN
20221004,0,Tue,SLN,NL,161,PIT,NL,161,8,7,SLN
20221004,0,Tue,SFN,NL,161,SDN,NL,161,2,6,SDN
20221004,0,Tue,TBA,AL,161,BOS,AL,161,0,6,BOS
20221004,0,Tue,MIN,AL,161,CHA,AL,161,3,8,CHA
20221004,0,Tue,KCA,AL,161,CLE,AL,161,3,5,CLE
20221004,0,Tue,PHI,NL,161,HOU,AL,161,0,10,HOU
20221004,0,Tue,ANA,AL,161,OAK,AL,161,1,2,OAK
20221004,1,Tue,DET,AL,160,SEA,AL,160,6,7,SEA
20221004,2,Tue,DET,AL,161,SEA,AL,161,6,9,SEA
20221004,1,Tue,NYA,AL,160,TEX,AL,160,5,4,NYA
20221004,2,Tue,NYA,AL,161,TEX,AL,161,2,3,TEX
20221005,0,Wed,CHN,NL,162,CIN,NL,162,15,2,CHN
20221005,0,Wed,COL,NL,162,LAN,NL,162,1,6,LAN
20221005,0,Wed,ATL,NL,162,MIA,NL,162,9,12,MIA
20221005,0,Wed,ARI,NL,162,MIL,NL,162,4,2,ARI
20221005,0,Wed,WAS,NL,162,NYN,NL,162,2,9,NYN
20221005,0,Wed,SLN,NL,162,PIT,NL,162,3,5,PIT
20221005,0,Wed,SFN,NL,162,SDN,NL,162,8,1,SFN
20221005,1,Wed,TOR,AL,161,BAL,AL,161,4,5,BAL
20221005,2,Wed,TOR,AL,162,BAL,AL,162,5,1,TOR
20221005,0,Wed,TBA,AL,162,BOS,AL,162,3,6,BOS
20221005,0,Wed,MIN,AL,162,CHA,AL,162,10,1,MIN
20221005,0,Wed,KCA,AL,162,CLE,AL,162,2,9,CLE
20221005,0,Wed,PHI,NL,162,HOU,AL,162,2,3,HOU
20221005,0,Wed,ANA,AL,162,OAK,AL,162,2,3,OAK
20221005,0,Wed,DET,AL,162,SEA,AL,162,4,5,SEA
20221005,0,Wed,NYA,AL,162,TEX,AL,162,2,4,TEX
