date,opponent_team,opponent_league,team,league,team_game_no,opponent_score,team_score,win_loss,is_home
20220516,KCA,AL,CHA,AL,34,3,5,1,0
20220516,OAK,AL,MIN,AL,36,1,3,1,0
20220516,TBA,AL,DET,AL,36,2,3,1,0
20220516,TEX,AL,ANA,AL,38,7,4,0,0
20220516,TOR,AL,SEA,AL,36,6,2,0,0
20220517,CHN,NL,PIT,NL,36,7,0,0,0
20220517,COL,NL,SFN,NL,36,7,10,1,0
20220517,LAN,NL,ARI,NL,37,7,6,0,0
20220517,LAN,NL,ARI,NL,38,12,3,0,0
20220517,MIA,NL,WAS,NL,38,5,1,0,0
20220517,MIL,NL,ATL,NL,37,0,3,1,0
20220517,NYN,NL,SLN,NL,35,3,1,0,0
20220517,NYN,NL,SLN,NL,36,3,4,1,0
20220517,PHI,NL,SDN,NL,36,0,3,1,0
20220517,BAL,AL,NYA,AL,36,4,5,1,0
20220517,BOS,AL,HOU,AL,37,4,13,1,0
20220517,CLE,AL,CIN,NL,36,4,5,1,0
20220517,KCA,AL,CHA,AL,35,0,3,1,0
20220517,KCA,AL,CHA,AL,36,2,1,0,0
20220517,OAK,AL,MIN,AL,37,5,2,0,0
20220517,TBA,AL,DET,AL,37,8,1,0,0
20220517,TEX,AL,ANA,AL,39,10,5,0,0
20220517,TOR,AL,SEA,AL,37,3,0,0,0
20220518,CHN,NL,PIT,NL,37,2,3,1,0
20220518,COL,NL,SFN,NL,37,5,3,0,0
20220518,LAN,NL,ARI,NL,39,5,3,0,0
20220518,MIA,NL,WAS,NL,39,4,5,1,0
20220518,MIL,NL,ATL,NL,38,7,6,0,0
20220518,NYN,NL,SLN,NL,37,11,4,0,0
20220518,PHI,NL,SDN,NL,37,3,0,0,0
20220518,BAL,AL,NYA,AL,37,2,3,1,0
20220518,BOS,AL,HOU,AL,38,5,1,0,0
20220518,KCA,AL,CHA,AL,37,6,2,0,0
20220518,OAK,AL,MIN,AL,38,4,14,1,0
20220518,TBA,AL,DET,AL,38,6,1,0,0
20220518,TEX,AL,ANA,AL,40,6,5,0,0
20220518,TOR,AL,SEA,AL,38,1,5,1,0
20220519,CHN,NL,ARI,NL,40,1,3,1,0
20220519,NYN,NL,SLN,NL,38,7,6,0,0
20220519,PHI,NL,SDN,NL,38,0,2,1,0
20220519,BAL,AL,NYA,AL,38,9,6,0,0
20220519,BOS,AL,SEA,AL,39,12,6,0,0
20220519,CLE,AL,CIN,NL,37,2,4,1,0
20220519,HOU,AL,TEX,AL,37,5,1,0,0
20220519,KCA,AL,CHA,AL,38,4,7,1,0
20220520,CHN,NL,ARI,NL,41,6,10,1,0
20220520,MIA,NL,ATL,NL,39,3,5,1,0
20220520,MIL,NL,WAS,NL,40,7,0,0,0
20220520,PHI,NL,LAN,NL,38,1,4,1,0
20220520,PIT,NL,SLN,NL,39,3,5,1,0
20220520,SFN,NL,SDN,NL,39,7,8,1,0
20220520,ANA,AL,OAK,AL,41,2,4,1,0
20220520,BAL,AL,TBA,AL,39,8,6,0,0
20220520,BOS,AL,SEA,AL,40,7,3,0,0
20220520,CLE,AL,DET,AL,39,6,1,0,0
20220520,HOU,AL,TEX,AL,38,0,3,1,0
20220520,KCA,AL,MIN,AL,39,4,6,1,0
20220520,TOR,AL,CIN,NL,38,2,1,0,0
20220521,CHN,NL,ARI,NL,42,6,7,1,0
20220521,COL,NL,NYN,NL,41,1,5,1,0
20220521,COL,NL,NYN,NL,42,11,3,0,0
20220521,MIA,NL,ATL,NL,40,3,4,1,0
20220521,MIL,NL,WAS,NL,41,5,1,0,0
20220521,PHI,NL,LAN,NL,39,4,7,1,0
20220521,PIT,NL,SLN,NL,40,4,5,1,0
20220521,SFN,NL,SDN,NL,40,1,2,1,0
20220521,ANA,AL,OAK,AL,42,5,3,0,0
20220521,BAL,AL,TBA,AL,40,1,6,1,0
20220521,BOS,AL,SEA,AL,41,6,5,0,0
20220521,HOU,AL,TEX,AL,39,2,1,0,0
20220521,KCA,AL,MIN,AL,40,2,9,1,0
20220521,NYA,AL,CHA,AL,39,7,5,0,0
20220521,TOR,AL,CIN,NL,39,3,1,0,0
20220522,CHN,NL,ARI,NL,43,5,4,0,0
20220522,COL,NL,NYN,NL,43,0,2,1,0
20220522,MIA,NL,ATL,NL,41,4,3,0,0
20220522,MIL,NL,WAS,NL,42,2,8,1,0
20220522,PHI,NL,LAN,NL,40,4,3,0,0
20220522,PIT,NL,SLN,NL,41,4,18,1,0
20220522,SFN,NL,SDN,NL,41,1,10,1,0
20220522,ANA,AL,OAK,AL,43,4,1,0,0
20220522,BAL,AL,TBA,AL,41,7,6,0,0
20220522,BOS,AL,SEA,AL,42,8,4,0,0
20220522,CLE,AL,DET,AL,40,2,4,1,0
20220522,HOU,AL,TEX,AL,40,5,2,0,0
20220522,KCA,AL,MIN,AL,41,6,7,1,0
20220522,NYA,AL,CHA,AL,40,1,3,1,0
20220522,NYA,AL,CHA,AL,41,0,5,1,0
20220522,TOR,AL,CIN,NL,40,2,3,1,0
20220523,ARI,NL,KCA,AL,41,9,5,0,0
20220523,ATL,NL,PHI,NL,42,3,7,1,0
20220523,CIN,NL,CHN,NL,41,4,7,1,0
20220523,PIT,NL,COL,NL,41,2,1,0,0
20220523,SDN,NL,MIL,NL,42,3,2,0,0
20220523,SFN,NL,NYN,NL,44,3,13,1,0
20220523,SLN,NL,TOR,AL,42,7,3,0,0
20220523,WAS,NL,LAN,NL,41,1,10,1,0
20220523,HOU,AL,CLE,AL,38,1,6,1,0
20220523,MIN,AL,DET,AL,41,5,4,0,0
20220523,NYA,AL,BAL,AL,43,4,6,1,0
20220523,SEA,AL,OAK,AL,44,7,6,0,0
20220524,ARI,NL,KCA,AL,42,8,6,0,0
20220524,ATL,NL,PHI,NL,43,6,5,0,0
20220524,CIN,NL,CHN,NL,42,4,11,1,0
20220524,PIT,NL,COL,NL,42,1,2,1,0
20220524,SDN,NL,MIL,NL,43,1,4,1,0
20220524,SFN,NL,NYN,NL,45,13,12,0,0
20220524,SLN,NL,TOR,AL,43,1,8,1,0
20220524,WAS,NL,LAN,NL,42,4,9,1,0
20220524,ANA,AL,TEX,AL,41,5,3,0,0
20220524,CHA,AL,BOS,AL,42,3,16,1,0
20220524,HOU,AL,CLE,AL,39,7,3,0,0
20220524,MIN,AL,DET,AL,42,2,0,0,0
20220524,NYA,AL,BAL,AL,44,7,6,0,0
20220524,SEA,AL,OAK,AL,45,5,7,1,0
20220524,TBA,AL,MIA,NL,41,4,0,0,0
20220525,ATL,NL,PHI,NL,44,8,4,0,0
20220525,CIN,NL,CHN,NL,43,4,3,0,0
20220525,PIT,NL,COL,NL,43,10,5,0,0
20220525,SDN,NL,MIL,NL,44,1,2,1,0
20220525,SFN,NL,NYN,NL,46,9,3,0,0
20220525,WAS,NL,LAN,NL,43,1,0,0,0
20220525,ANA,AL,TEX,AL,42,2,7,1,0
20220525,CHA,AL,BOS,AL,43,3,1,0,0
20220525,HOU,AL,CLE,AL,40,2,1,0,0
20220525,MIN,AL,DET,AL,43,2,4,1,0
20220525,NYA,AL,BAL,AL,45,2,0,0,0
20220525,SEA,AL,OAK,AL,46,2,4,1,0
20220525,TBA,AL,MIA,NL,42,5,4,0,0
20220526,ARI,NL,LAN,NL,44,1,14,1,0
20220526,ATL,NL,PHI,NL,45,1,4,1,0
20220526,CIN,NL,CHN,NL,44,20,5,0,0
20220526,SLN,NL,MIL,NL,45,3,4,1,0
20220526,WAS,NL,COL,NL,44,7,3,0,0
20220526,ANA,AL,TOR,AL,44,3,6,1,0
20220526,CHA,AL,BOS,AL,44,7,16,1,0
20220526,DET,AL,CLE,AL,41,4,3,0,0
20220526,MIN,AL,KCA,AL,43,2,3,1,0
20220526,OAK,AL,TEX,AL,43,1,4,1,0
20220526,TBA,AL,NYA,AL,45,2,7,1,0
20220527,ARI,NL,LAN,NL,45,4,6,1,0
20220527,ATL,NL,MIA,NL,43,6,4,0,0
20220527,CIN,NL,SFN,NL,44,5,1,0,0
20220527,NYN,NL,PHI,NL,46,8,6,0,0
20220527,SDN,NL,PIT,NL,44,4,3,0,0
20220527,SLN,NL,MIL,NL,46,4,2,0,0
20220527,ANA,AL,TOR,AL,45,3,4,1,0
20220527,BOS,AL,BAL,AL,46,8,12,1,0
20220527,MIN,AL,KCA,AL,44,10,7,0,0
20220527,OAK,AL,TEX,AL,44,5,8,1,0
20220527,SEA,AL,HOU,AL,46,6,1,0,0
20220527,TBA,AL,NYA,AL,46,0,2,1,0
20220528,ARI,NL,LAN,NL,46,2,3,1,0
20220528,ATL,NL,MIA,NL,44,1,4,1,0
20220528,CIN,NL,SFN,NL,45,3,2,0,0
20220528,NYN,NL,PHI,NL,47,8,2,0,0
20220528,SDN,NL,PIT,NL,45,2,4,1,0
20220528,SLN,NL,MIL,NL,47,8,3,0,0
20220528,WAS,NL,COL,NL,45,13,7,0,0
20220528,WAS,NL,COL,NL,46,2,3,1,0
20220528,ANA,AL,TOR,AL,46,5,6,1,0
20220528,BOS,AL,BAL,AL,47,5,3,0,0
20220528,BOS,AL,BAL,AL,48,2,4,1,0
20220528,CHA,AL,CHN,NL,45,1,5,1,0
20220528,DET,AL,CLE,AL,42,1,8,1,0
20220528,MIN,AL,KCA,AL,45,3,7,1,0
20220528,OAK,AL,TEX,AL,45,4,11,1,0
20220528,SEA,AL,HOU,AL,47,6,0,0,0
20220528,TBA,AL,NYA,AL,47,3,1,0,0
20220529,ARI,NL,LAN,NL,47,1,3,1,0
20220529,ATL,NL,MIA,NL,45,6,3,0,0
20220529,CIN,NL,SFN,NL,46,4,6,1,0
20220529,NYN,NL,PHI,NL,48,5,4,0,0
20220529,SDN,NL,PIT,NL,46,4,2,0,0
20220529,SLN,NL,MIL,NL,48,0,8,1,0
20220529,WAS,NL,COL,NL,47,6,5,0,0
20220529,ANA,AL,TOR,AL,47,10,11,1,0
20220529,BOS,AL,BAL,AL,49,12,2,0,0
20220529,CHA,AL,CHN,NL,46,5,4,0,0
20220529,DET,AL,CLE,AL,43,2,1,0,0
20220529,MIN,AL,KCA,AL,46,7,3,0,0
20220529,OAK,AL,TEX,AL,46,6,5,0,0
20220529,SEA,AL,HOU,AL,48,1,2,1,0
20220529,TBA,AL,NYA,AL,48,4,2,0,0
20220530,ARI,NL,ATL,NL,49,6,2,0,0
20220530,CHN,NL,MIL,NL,49,6,7,1,0
20220530,CHN,NL,MIL,NL,50,1,3,1,0
20220530,COL,NL,MIA,NL,46,7,1,0,0
20220530,LAN,NL,PIT,NL,47,5,6,1,0
20220530,NYN,NL,WAS,NL,50,13,5,0,0
20220530,PHI,NL,SFN,NL,47,4,5,1,0
20220530,SLN,NL,SDN,NL,48,6,3,0,0
20220530,BOS,AL,BAL,AL,50,0,10,1,0
20220530,CLE,AL,KCA,AL,47,7,3,0,0
20220530,DET,AL,MIN,AL,49,7,5,0,0
20220530,OAK,AL,HOU,AL,49,1,5,1,0
20220530,TEX,AL,TBA,AL,48,9,5,0,0
20220531,ARI,NL,ATL,NL,50,8,7,0,0
20220531,CHN,NL,MIL,NL,51,8,7,0,0
20220531,LAN,NL,PIT,NL,48,3,5,1,0
20220531,NYN,NL,WAS,NL,51,10,0,0,0
20220531,PHI,NL,SFN,NL,48,4,7,1,0
20220531,SLN,NL,SDN,NL,49,3,2,0,0
20220531,BAL,AL,SEA,AL,49,0,10,1,0
20220531,BOS,AL,CIN,NL,48,1,2,1,0
20220531,CLE,AL,KCA,AL,48,8,3,0,0
20220531,DET,AL,MIN,AL,50,2,8,1,0
20220531,DET,AL,MIN,AL,51,4,0,0,0
20220531,NYA,AL,ANA,AL,50,9,1,0,0
20220531,OAK,AL,HOU,AL,50,1,3,1,0
20220531,TEX,AL,TBA,AL,49,3,0,0,0
20220531,TOR,AL,CHA,AL,47,6,5,0,0
20220601,ARI,NL,ATL,NL,51,0,6,1,0
20220601,CHN,NL,MIL,NL,52,4,3,0,0
20220601,COL,NL,MIA,NL,47,1,14,1,0
20220601,COL,NL,MIA,NL,48,13,12,0,0
20220601,LAN,NL,PIT,NL,49,4,8,1,0
20220601,NYN,NL,WAS,NL,52,5,0,0,0
20220601,PHI,NL,SFN,NL,49,6,5,0,0
20220601,SLN,NL,SDN,NL,50,5,2,0,0
20220601,BAL,AL,SEA,AL,50,9,2,0,0
20220601,BOS,AL,CIN,NL,49,7,1,0,0
20220601,CLE,AL,KCA,AL,49,4,0,0,0
20220601,DET,AL,MIN,AL,52,5,0,0,0
20220601,OAK,AL,HOU,AL,51,4,5,1,0
20220601,TEX,AL,TBA,AL,50,3,4,1,0
20220601,TOR,AL,CHA,AL,48,7,3,0,0
20220602,CHN,NL,SLN,NL,51,7,5,0,0
20220602,CIN,NL,WAS,NL,53,8,1,0,0
20220602,COL,NL,ATL,NL,52,6,13,1,0
20220602,LAN,NL,NYN,NL,53,2,0,0,0
20220602,MIA,NL,SFN,NL,50,3,0,0,0
20220602,MIL,NL,SDN,NL,51,5,4,0,0
20220602,BAL,AL,SEA,AL,51,6,7,1,0
20220602,DET,AL,MIN,AL,53,3,2,0,0
20220602,NYA,AL,ANA,AL,51,6,1,0,0
20220602,NYA,AL,ANA,AL,52,2,1,0,0
20220602,TEX,AL,TBA,AL,51,1,3,1,0
20220602,TOR,AL,CHA,AL,49,8,3,0,0
20220603,CHN,NL,SLN,NL,52,5,14,1,0
20220603,CIN,NL,WAS,NL,54,5,8,1,0
20220603,COL,NL,ATL,NL,53,1,3,1,0
20220603,LAN,NL,NYN,NL,54,6,1,0,0
20220603,MIA,NL,SFN,NL,51,6,15,1,0
20220603,MIL,NL,SDN,NL,52,0,7,1,0
20220603,PHI,NL,ANA,AL,53,10,0,0,0
20220603,PIT,NL,ARI,NL,53,6,8,1,0
20220603,BAL,AL,CLE,AL,47,3,6,1,0
20220603,KCA,AL,HOU,AL,52,3,10,1,0
20220603,NYA,AL,DET,AL,52,13,0,0,0
20220603,OAK,AL,BOS,AL,52,2,7,1,0
20220603,TBA,AL,CHA,AL,50,6,3,0,0
20220603,TEX,AL,SEA,AL,52,3,4,1,0
20220603,TOR,AL,MIN,AL,54,3,9,1,0
20220604,CHN,NL,SLN,NL,53,6,1,0,0
20220604,CHN,NL,SLN,NL,54,4,7,1,0
20220604,CIN,NL,WAS,NL,55,8,10,1,0
20220604,COL,NL,ATL,NL,54,2,6,1,0
20220604,LAN,NL,NYN,NL,55,4,9,1,0
20220604,MIA,NL,SFN,NL,52,5,4,0,0
20220604,MIL,NL,SDN,NL,53,0,4,1,0
20220604,PHI,NL,ANA,AL,54,7,2,0,0
20220604,PIT,NL,ARI,NL,54,2,1,0,0
20220604,BAL,AL,CLE,AL,48,5,4,0,0
20220604,KCA,AL,HOU,AL,53,6,0,0,0
20220604,NYA,AL,DET,AL,53,3,0,0,0
20220604,OAK,AL,BOS,AL,53,0,8,1,0
20220604,TBA,AL,CHA,AL,51,2,3,1,0
20220604,TEX,AL,SEA,AL,53,3,2,0,0
20220604,TOR,AL,MIN,AL,55,12,3,0,0
20220605,CHN,NL,SLN,NL,55,3,5,1,0
20220605,CIN,NL,WAS,NL,56,4,5,1,0
20220605,COL,NL,ATL,NL,55,7,8,1,0
20220605,LAN,NL,NYN,NL,56,4,5,1,0
20220605,MIA,NL,SFN,NL,53,1,5,1,0
20220605,MIL,NL,SDN,NL,54,4,6,1,0
20220605,PHI,NL,ANA,AL,55,9,7,0,0
20220605,PIT,NL,ARI,NL,55,3,0,0,0
20220605,BAL,AL,CLE,AL,49,2,3,1,0
20220605,KCA,AL,HOU,AL,54,4,7,1,0
20220605,NYA,AL,DET,AL,54,5,4,0,0
20220605,OAK,AL,BOS,AL,54,2,5,1,0
20220605,TBA,AL,CHA,AL,52,5,6,1,0
20220605,TEX,AL,SEA,AL,54,5,6,1,0
20220605,TOR,AL,MIN,AL,56,6,8,1,0
20220606,CIN,NL,ARI,NL,56,7,0,0,0
20220606,SDN,NL,NYN,NL,57,5,11,1,0
20220606,ANA,AL,BOS,AL,55,0,1,1,0
20220606,HOU,AL,SEA,AL,55,4,7,1,0
20220606,KCA,AL,TOR,AL,54,0,8,1,0
20220607,ATL,NL,OAK,AL,57,3,2,0,0
20220607,CIN,NL,ARI,NL,57,14,8,0,0
20220607,MIA,NL,WAS,NL,57,12,2,0,0
20220607,MIL,NL,PHI,NL,55,2,3,1,0
20220607,PIT,NL,DET,AL,55,3,5,1,0
20220607,SDN,NL,NYN,NL,58,7,0,0,0
20220607,SFN,NL,COL,NL,55,3,5,1,0
20220607,ANA,AL,BOS,AL,56,5,6,1,0
20220607,BAL,AL,CHN,NL,56,9,3,0,0
20220607,CHA,AL,LAN,NL,55,4,0,0,0
20220607,CLE,AL,TEX,AL,54,6,3,0,0
20220607,CLE,AL,TEX,AL,55,3,6,1,0
20220607,HOU,AL,SEA,AL,56,4,1,0,0
20220607,KCA,AL,TOR,AL,55,0,7,1,0
20220607,MIN,AL,NYA,AL,55,4,10,1,0
20220607,TBA,AL,SLN,NL,56,4,2,0,0
20220608,ATL,NL,OAK,AL,58,13,2,0,0
20220608,CIN,NL,ARI,NL,58,0,7,1,0
20220608,MIA,NL,WAS,NL,58,2,1,0,0
20220608,MIL,NL,PHI,NL,56,0,10,1,0
20220608,PIT,NL,DET,AL,56,1,3,1,0
20220608,SDN,NL,NYN,NL,59,13,2,0,0
20220608,SFN,NL,COL,NL,56,2,1,0,0
20220608,ANA,AL,BOS,AL,57,0,1,1,0
20220608,CHA,AL,LAN,NL,56,1,4,1,0
20220608,CLE,AL,TEX,AL,56,4,0,0,0
20220608,HOU,AL,SEA,AL,57,3,6,1,0
20220608,KCA,AL,TOR,AL,56,8,4,0,0
20220608,MIN,AL,NYA,AL,56,8,1,0,0
20220608,TBA,AL,SLN,NL,57,11,3,0,0
20220609,ATL,NL,PIT,NL,55,3,1,0,0
20220609,CIN,NL,ARI,NL,59,4,5,1,0
20220609,MIA,NL,WAS,NL,59,7,4,0,0
20220609,MIL,NL,PHI,NL,57,3,8,1,0
20220609,SFN,NL,COL,NL,57,2,4,1,0
20220609,ANA,AL,BOS,AL,58,5,2,0,0
20220609,CHA,AL,LAN,NL,57,9,11,1,0
20220609,CLE,AL,OAK,AL,59,8,4,0,0
20220609,KCA,AL,BAL,AL,58,7,5,0,0
20220609,MIN,AL,NYA,AL,57,7,10,1,0
20220609,TBA,AL,SLN,NL,58,2,1,0,0
20220610,ATL,NL,PIT,NL,56,4,2,0,0
20220610,PHI,NL,ARI,NL,60,7,5,0,0
20220610,SDN,NL,COL,NL,58,9,0,0,0
20220610,SFN,NL,LAN,NL,58,7,2,0,0
20220610,SLN,NL,CIN,NL,58,2,0,0,0
20220610,WAS,NL,MIL,NL,60,11,5,0,0
20220610,ANA,AL,NYN,NL,60,3,7,1,0
20220610,CHA,AL,TEX,AL,57,8,3,0,0
20220610,CLE,AL,OAK,AL,60,3,2,0,0
20220610,DET,AL,TOR,AL,57,1,10,1,0
20220610,HOU,AL,MIA,NL,56,4,7,1,0
20220610,KCA,AL,BAL,AL,59,8,1,0,0
20220610,MIN,AL,TBA,AL,58,9,4,0,0
20220610,NYA,AL,CHN,NL,57,2,1,0,0
20220610,SEA,AL,BOS,AL,59,3,4,1,0
20220611,ATL,NL,PIT,NL,57,10,4,0,0
20220611,PHI,NL,ARI,NL,61,4,0,0,0
20220611,SDN,NL,COL,NL,59,2,1,0,0
20220611,SDN,NL,COL,NL,60,2,6,1,0
20220611,SFN,NL,LAN,NL,59,3,2,0,0
20220611,SLN,NL,CIN,NL,59,5,4,0,0
20220611,WAS,NL,MIL,NL,61,8,6,0,0
20220611,ANA,AL,NYN,NL,61,11,6,0,0
20220611,CHA,AL,TEX,AL,58,9,11,1,0
20220611,CLE,AL,OAK,AL,61,5,10,1,0
20220611,DET,AL,TOR,AL,58,3,1,0,0
20220611,HOU,AL,MIA,NL,57,1,5,1,0
20220611,KCA,AL,BAL,AL,60,4,6,1,0
20220611,MIN,AL,TBA,AL,59,6,5,0,0
20220611,NYA,AL,CHN,NL,58,8,0,0,0
20220611,SEA,AL,BOS,AL,60,7,6,0,0
20220612,ATL,NL,PIT,NL,58,5,3,0,0
20220612,PHI,NL,ARI,NL,62,1,13,1,0
20220612,SDN,NL,COL,NL,61,2,4,1,0
20220612,SFN,NL,LAN,NL,60,2,0,0,0
20220612,SLN,NL,CIN,NL,60,6,7,1,0
20220612,WAS,NL,MIL,NL,62,1,4,1,0
20220612,ANA,AL,NYN,NL,62,1,4,1,0
20220612,CHA,AL,TEX,AL,59,6,8,1,0
20220612,CLE,AL,OAK,AL,62,6,3,0,0
20220612,DET,AL,TOR,AL,59,0,6,1,0
20220612,HOU,AL,MIA,NL,58,9,4,0,0
20220612,KCA,AL,BAL,AL,61,7,10,1,0
20220612,MIN,AL,TBA,AL,60,0,6,1,0
20220612,NYA,AL,CHN,NL,59,18,4,0,0
20220612,SEA,AL,BOS,AL,61,0,2,1,0
20220613,ARI,NL,CIN,NL,61,4,5,1,0
20220613,CHN,NL,SDN,NL,62,1,4,1,0
20220613,PHI,NL,MIA,NL,59,3,2,0,0
20220613,SFN,NL,KCA,AL,60,6,2,0,0
20220613,SLN,NL,PIT,NL,59,7,5,0,0
20220613,WAS,NL,ATL,NL,62,5,9,1,0
20220613,DET,AL,CHA,AL,59,5,9,1,0
20220613,SEA,AL,MIN,AL,63,2,3,1,0
20220613,TEX,AL,HOU,AL,61,5,3,0,0
20220613,TOR,AL,BAL,AL,62,11,1,0,0
20220614,ARI,NL,CIN,NL,62,3,5,1,0
20220614,CHN,NL,SDN,NL,63,5,12,1,0
20220614,COL,NL,CLE,AL,57,3,4,1,0
20220614,LAN,NL,ANA,AL,63,2,0,0,0
20220614,NYN,NL,MIL,NL,63,4,0,0,0
20220614,PHI,NL,MIA,NL,60,9,11,1,0
20220614,SFN,NL,KCA,AL,61,4,2,0,0
20220614,SLN,NL,PIT,NL,60,3,1,0,0
20220614,SLN,NL,PIT,NL,61,9,1,0,0
20220614,WAS,NL,ATL,NL,63,4,10,1,0
20220614,BOS,AL,OAK,AL,63,6,1,0,0
20220614,DET,AL,CHA,AL,60,1,5,1,0
20220614,NYA,AL,TBA,AL,61,2,0,0,0
20220614,SEA,AL,MIN,AL,64,5,0,0,0
20220614,TEX,AL,HOU,AL,62,3,4,1,0
20220614,TOR,AL,BAL,AL,63,5,6,1,0
20220615,ARI,NL,CIN,NL,63,7,4,0,0
20220615,CHN,NL,SDN,NL,64,5,19,1,0
20220615,COL,NL,CLE,AL,58,5,7,1,0
20220615,LAN,NL,ANA,AL,64,4,1,0,0
20220615,NYN,NL,MIL,NL,64,2,10,1,0
20220615,PHI,NL,MIA,NL,61,3,1,0,0
20220615,SFN,NL,KCA,AL,62,2,3,1,0
20220615,SLN,NL,PIT,NL,62,4,6,1,0
20220615,WAS,NL,ATL,NL,64,2,8,1,0
20220615,BOS,AL,OAK,AL,64,10,1,0,0
20220615,DET,AL,CHA,AL,61,0,13,1,0
20220615,NYA,AL,TBA,AL,62,4,3,0,0
20220615,SEA,AL,MIN,AL,65,0,5,1,0
20220615,TEX,AL,HOU,AL,63,2,9,1,0
20220615,TOR,AL,BAL,AL,64,7,6,0,0
20220616,CHN,NL,SDN,NL,65,4,6,1,0
20220616,COL,NL,CLE,AL,59,2,4,1,0
20220616,NYN,NL,MIL,NL,65,5,4,0,0
20220616,WAS,NL,PHI,NL,64,1,10,1,0
20220616,BOS,AL,OAK,AL,65,3,4,1,0
20220616,DET,AL,TEX,AL,63,1,3,1,0
20220616,NYA,AL,TBA,AL,63,2,1,0,0
20220616,SEA,AL,ANA,AL,65,1,4,1,0
20220616,TOR,AL,BAL,AL,65,2,10,1,0
20220617,ARI,NL,MIN,AL,66,7,2,0,0
20220617,CHN,NL,ATL,NL,65,1,0,0,0
20220617,CIN,NL,MIL,NL,66,4,5,1,0
20220617,COL,NL,SDN,NL,66,10,4,0,0
20220617,LAN,NL,CLE,AL,60,1,2,1,0
20220617,NYN,NL,MIA,NL,62,10,4,0,0
20220617,PIT,NL,SFN,NL,63,0,2,1,0
20220617,WAS,NL,PHI,NL,65,3,5,1,0
20220617,WAS,NL,PHI,NL,66,7,8,1,0
20220617,BAL,AL,TBA,AL,64,1,0,0,0
20220617,BOS,AL,SLN,NL,66,6,5,0,0
20220617,DET,AL,TEX,AL,64,0,7,1,0
20220617,HOU,AL,CHA,AL,62,13,3,0,0
20220617,OAK,AL,KCA,AL,63,1,5,1,0
20220617,SEA,AL,ANA,AL,66,8,1,0,0
20220617,TOR,AL,NYA,AL,64,3,12,1,0
20220618,ARI,NL,MIN,AL,67,1,11,1,0
20220618,CHN,NL,ATL,NL,66,6,3,0,0
20220618,CIN,NL,MIL,NL,67,3,7,1,0
20220618,COL,NL,SDN,NL,67,5,4,0,0
20220618,LAN,NL,CLE,AL,61,7,1,0,0
20220618,NYN,NL,MIA,NL,63,3,2,0,0
20220618,PIT,NL,SFN,NL,64,5,7,1,0
20220618,WAS,NL,PHI,NL,67,1,2,1,0
20220618,BAL,AL,TBA,AL,65,6,7,1,0
20220618,BOS,AL,SLN,NL,67,2,11,1,0
20220618,DET,AL,TEX,AL,65,14,7,0,0
20220618,HOU,AL,CHA,AL,63,0,7,1,0
20220618,OAK,AL,KCA,AL,64,0,2,1,0
20220618,SEA,AL,ANA,AL,67,2,4,1,0
20220618,SEA,AL,ANA,AL,68,0,3,1,0
20220618,TOR,AL,NYA,AL,65,0,4,1,0
20220619,ARI,NL,MIN,AL,68,7,1,0,0
20220619,CHN,NL,ATL,NL,67,0,6,1,0
20220619,CIN,NL,MIL,NL,68,3,6,1,0
20220619,COL,NL,SDN,NL,68,8,3,0,0
20220619,LAN,NL,CLE,AL,62,3,5,1,0
20220619,NYN,NL,MIA,NL,64,2,6,1,0
20220619,PIT,NL,SFN,NL,65,4,3,0,0
20220619,WAS,NL,PHI,NL,68,9,3,0,0
20220619,BAL,AL,TBA,AL,66,2,1,0,0
20220619,BOS,AL,SLN,NL,68,6,4,0,0
20220619,DET,AL,TEX,AL,66,7,3,0,0
20220619,HOU,AL,CHA,AL,64,4,3,0,0
20220619,OAK,AL,KCA,AL,65,4,0,0,0
20220619,SEA,AL,ANA,AL,69,0,4,1,0
20220619,TOR,AL,NYA,AL,66,10,9,0,0
20220620,ATL,NL,SFN,NL,66,2,1,0,0
20220620,MIL,NL,SLN,NL,69,2,0,0,0
20220620,NYN,NL,MIA,NL,65,6,0,0,0
20220620,PIT,NL,CHN,NL,67,12,1,0,0
20220620,SDN,NL,ARI,NL,69,4,1,0,0
20220620,ANA,AL,KCA,AL,66,2,6,1,0
20220620,BOS,AL,DET,AL,67,5,2,0,0
20220620,CHA,AL,TOR,AL,67,8,7,0,0
20220620,TBA,AL,NYA,AL,67,2,4,1,0
20220621,ATL,NL,SFN,NL,67,10,12,1,0
20220621,CIN,NL,LAN,NL,66,2,8,1,0
20220621,MIA,NL,COL,NL,68,9,8,0,0
20220621,MIL,NL,SLN,NL,70,2,6,1,0
20220621,PIT,NL,CHN,NL,68,7,1,0,0
20220621,SDN,NL,ARI,NL,70,3,2,0,0
20220621,ANA,AL,KCA,AL,67,11,12,1,0
20220621,BAL,AL,WAS,NL,71,0,3,1,0
20220621,BOS,AL,DET,AL,68,5,4,0,0
20220621,CHA,AL,TOR,AL,68,7,6,0,0
20220621,HOU,AL,NYN,NL,70,8,2,0,0
20220621,MIN,AL,CLE,AL,63,5,6,1,0
20220621,OAK,AL,SEA,AL,69,2,8,1,0
20220621,TBA,AL,NYA,AL,68,5,4,0,0
20220621,TEX,AL,PHI,NL,69,7,0,0,0
20220622,ATL,NL,SFN,NL,68,4,3,0,0
20220622,CIN,NL,LAN,NL,67,4,8,1,0
