date,opponent_team,opponent_league,team,league,team_game_no,opponent_score,team_score,win_loss,is_home
20220901,TEX,AL,BOS,AL,132,8,9,1,1
20220901,KCA,AL,CHA,AL,131,1,7,1,1
20220901,BAL,AL,CLE,AL,129,3,0,0,1
20220901,SEA,AL,DET,AL,131,7,0,0,1
20220902,MIL,NL,ARI,NL,131,1,2,1,1
20220902,MIA,NL,ATL,NL,133,1,8,1,1
20220902,COL,NL,CIN,NL,130,2,3,1,1
20220902,SDN,NL,LAN,NL,131,7,1,0,1
20220902,WAS,NL,NYN,NL,133,3,7,1,1
20220902,TOR,AL,PIT,NL,131,4,0,0,1
20220902,PHI,NL,SFN,NL,130,1,13,1,1
20220902,CHN,NL,SLN,NL,132,0,8,1,1
20220902,HOU,AL,ANA,AL,132,4,2,0,1
20220902,OAK,AL,BAL,AL,131,2,5,1,1
20220902,TEX,AL,BOS,AL,133,1,9,1,1
20220902,MIN,AL,CHA,AL,132,3,4,1,1
20220902,SEA,AL,CLE,AL,130,6,1,0,1
20220902,KCA,AL,DET,AL,132,4,5,1,1
20220902,NYA,AL,TBA,AL,130,0,9,1,1
20220903,MIL,NL,ARI,NL,132,8,6,0,1
20220903,MIA,NL,ATL,NL,134,1,2,1,1
20220903,SDN,NL,LAN,NL,132,1,12,1,1
20220903,WAS,NL,NYN,NL,134,7,1,0,1
20220903,TOR,AL,PIT,NL,132,4,1,0,1
20220903,PHI,NL,SFN,NL,131,4,5,1,1
20220903,CHN,NL,SLN,NL,133,4,8,1,1
20220903,HOU,AL,ANA,AL,133,1,2,1,1
20220903,OAK,AL,BAL,AL,132,1,8,1,1
20220903,TEX,AL,BOS,AL,134,3,5,1,1
20220903,MIN,AL,CHA,AL,133,0,13,1,1
20220903,SEA,AL,CLE,AL,131,4,0,0,1
20220903,KCA,AL,DET,AL,133,12,2,0,1
20220903,NYA,AL,TBA,AL,131,1,2,1,1
20220904,MIL,NL,ARI,NL,133,1,5,1,1
20220904,MIA,NL,ATL,NL,135,1,7,1,1
20220904,COL,NL,CIN,NL,131,8,4,0,1
20220904,COL,NL,CIN,NL,132,0,10,1,1
20220904,SDN,NL,LAN,NL,133,4,9,1,1
20220904,WAS,NL,NYN,NL,135,7,1,0,1
20220904,TOR,AL,PIT,NL,133,4,3,0,1
20220904,PHI,NL,SFN,NL,132,3,5,1,1
20220904,CHN,NL,SLN,NL,134,0,2,1,1
20220904,HOU,AL,ANA,AL,134,9,1,0,1
20220904,OAK,AL,BAL,AL,133,5,0,0,1
20220904,TEX,AL,BOS,AL,135,2,5,1,1
20220904,MIN,AL,CHA,AL,134,5,1,0,1
20220904,SEA,AL,CLE,AL,132,6,3,0,1
20220904,KCA,AL,DET,AL,134,3,2,0,1
20220904,NYA,AL,TBA,AL,132,2,1,0,1
20220905,MIL,NL,COL,NL,136,6,4,0,1
20220905,SFN,NL,LAN,NL,134,7,4,0,1
20220905,ARI,NL,SDN,NL,136,5,0,0,1
20220905,WAS,NL,SLN,NL,135,6,0,0,1
20220905,DET,AL,ANA,AL,135,0,10,1,1
20220905,TOR,AL,BAL,AL,134,7,3,0,1
20220905,TOR,AL,BAL,AL,135,8,4,0,1
20220905,TEX,AL,HOU,AL,135,0,1,1,1
20220905,CLE,AL,KCA,AL,136,6,5,0,1
20220905,MIN,AL,NYA,AL,135,2,5,1,1
20220905,CHA,AL,SEA,AL,135,3,2,0,1
20220905,BOS,AL,TBA,AL,133,3,4,1,1
20220906,CIN,NL,CHN,NL,135,3,9,1,1
20220906,MIL,NL,COL,NL,137,7,10,1,1
20220906,SFN,NL,LAN,NL,135,3,6,1,1
20220906,MIA,NL,PHI,NL,135,2,3,1,1
20220906,NYN,NL,PIT,NL,134,2,8,1,1
20220906,ARI,NL,SDN,NL,137,5,6,1,1
20220906,WAS,NL,SLN,NL,136,1,4,1,1
20220906,DET,AL,ANA,AL,136,4,5,1,1
20220906,TOR,AL,BAL,AL,136,6,9,1,1
20220906,TEX,AL,HOU,AL,136,4,3,0,1
20220906,CLE,AL,KCA,AL,137,4,1,0,1
20220906,ATL,NL,OAK,AL,136,10,9,0,1
20220906,CHA,AL,SEA,AL,136,0,3,1,1
20220906,BOS,AL,TBA,AL,134,4,8,1,1
20220907,CIN,NL,CHN,NL,136,7,1,0,1
20220907,MIL,NL,COL,NL,138,4,8,1,1
20220907,SFN,NL,LAN,NL,136,3,7,1,1
20220907,MIA,NL,PHI,NL,136,3,4,1,1
20220907,NYN,NL,PIT,NL,135,5,1,0,1
20220907,NYN,NL,PIT,NL,136,10,0,0,1
20220907,ARI,NL,SDN,NL,138,3,6,1,1
20220907,WAS,NL,SLN,NL,137,5,6,1,1
20220907,DET,AL,ANA,AL,137,5,4,0,1
20220907,TOR,AL,BAL,AL,137,4,1,0,1
20220907,TEX,AL,HOU,AL,137,3,4,1,1
20220907,CLE,AL,KCA,AL,138,1,2,1,1
20220907,MIN,AL,NYA,AL,136,4,5,1,1
20220907,MIN,AL,NYA,AL,137,1,7,1,1
20220907,ATL,NL,OAK,AL,137,7,3,0,1
20220907,CHA,AL,SEA,AL,137,9,6,0,1
20220907,BOS,AL,TBA,AL,135,0,1,1,1
20220908,CIN,NL,CHN,NL,137,4,3,0,1
20220908,SFN,NL,MIL,NL,137,1,2,1,1
20220908,SFN,NL,MIL,NL,138,2,4,1,1
20220908,MIA,NL,PHI,NL,137,6,5,0,1
20220908,WAS,NL,SLN,NL,138,11,6,0,1
20220908,MIN,AL,NYA,AL,138,4,3,0,1
20220908,CHA,AL,OAK,AL,138,14,2,0,1
20220909,SFN,NL,CHN,NL,138,2,4,1,1
20220909,ARI,NL,COL,NL,139,10,13,1,1
20220909,NYN,NL,MIA,NL,137,3,6,1,1
20220909,CIN,NL,MIL,NL,139,8,2,0,1
20220909,WAS,NL,PHI,NL,138,3,5,1,1
20220909,SLN,NL,PIT,NL,137,2,8,1,1
20220909,LAN,NL,SDN,NL,139,4,5,1,1
20220909,BOS,AL,BAL,AL,138,2,3,1,1
20220909,ANA,AL,HOU,AL,138,3,4,1,1
20220909,DET,AL,KCA,AL,139,10,2,0,1
20220909,CLE,AL,MIN,AL,137,7,6,0,1
20220909,TBA,AL,NYA,AL,139,4,2,0,1
20220909,CHA,AL,OAK,AL,139,5,3,0,1
20220909,ATL,NL,SEA,AL,138,6,4,0,1
20220909,TOR,AL,TEX,AL,137,4,3,0,1
20220910,SFN,NL,CHN,NL,139,5,2,0,1
20220910,ARI,NL,COL,NL,140,1,4,1,1
20220910,NYN,NL,MIA,NL,138,11,3,0,1
20220910,CIN,NL,MIL,NL,140,1,5,1,1
20220910,WAS,NL,PHI,NL,139,5,8,1,1
20220910,SLN,NL,PIT,NL,138,7,5,0,1
20220910,LAN,NL,SDN,NL,140,8,4,0,1
20220910,BOS,AL,BAL,AL,139,17,4,0,1
20220910,ANA,AL,HOU,AL,139,6,1,0,1
20220910,DET,AL,KCA,AL,140,8,4,0,1
20220910,CLE,AL,MIN,AL,138,6,4,0,1
20220910,TBA,AL,NYA,AL,140,3,10,1,1
20220910,CHA,AL,OAK,AL,140,10,2,0,1
20220910,ATL,NL,SEA,AL,139,1,3,1,1
20220910,TOR,AL,TEX,AL,138,11,7,0,1
20220911,SFN,NL,CHN,NL,140,4,2,0,1
20220911,ARI,NL,COL,NL,141,12,6,0,1
20220911,NYN,NL,MIA,NL,139,9,3,0,1
20220911,CIN,NL,MIL,NL,141,6,7,1,1
20220911,WAS,NL,PHI,NL,140,5,7,1,1
20220911,SLN,NL,PIT,NL,139,4,3,0,1
20220911,LAN,NL,SDN,NL,141,11,2,0,1
20220911,BOS,AL,BAL,AL,140,1,0,0,1
20220911,ANA,AL,HOU,AL,140,4,12,1,1
20220911,DET,AL,KCA,AL,141,0,4,1,1
20220911,CLE,AL,MIN,AL,139,4,1,0,1
20220911,TBA,AL,NYA,AL,141,4,10,1,1
20220911,CHA,AL,OAK,AL,141,3,10,1,1
20220911,ATL,NL,SEA,AL,140,7,8,1,1
20220911,TOR,AL,TEX,AL,139,1,4,1,1
20220912,LAN,NL,ARI,NL,140,6,0,0,1
20220912,PIT,NL,CIN,NL,139,6,3,0,1
20220912,TEX,AL,MIA,NL,140,3,2,0,1
20220912,TEX,AL,MIA,NL,141,6,10,1,1
20220912,CHN,NL,NYN,NL,142,5,2,0,1
20220912,ATL,NL,SFN,NL,141,2,3,1,1
20220912,ANA,AL,CLE,AL,139,4,5,1,1
20220912,HOU,AL,DET,AL,141,7,0,0,1
20220912,TBA,AL,TOR,AL,140,2,3,1,1
20220913,LAN,NL,ARI,NL,141,4,0,0,1
20220913,PIT,NL,CIN,NL,140,6,1,0,1
20220913,PIT,NL,CIN,NL,141,1,0,0,1
20220913,PHI,NL,MIA,NL,142,2,1,0,1
20220913,CHN,NL,NYN,NL,143,4,1,0,1
20220913,ATL,NL,SFN,NL,142,5,1,0,1
20220913,MIL,NL,SLN,NL,142,8,4,0,1
20220913,BAL,AL,WAS,NL,142,4,3,0,1
20220913,NYA,AL,BOS,AL,142,7,6,0,1
20220913,COL,NL,CHA,AL,142,2,4,1,1
20220913,ANA,AL,CLE,AL,140,1,3,1,1
20220913,HOU,AL,DET,AL,142,6,3,0,1
20220913,KCA,AL,MIN,AL,140,3,6,1,1
20220913,SDN,NL,SEA,AL,141,2,0,0,1
20220913,OAK,AL,TEX,AL,142,7,8,1,1
20220913,TBA,AL,TOR,AL,141,4,2,0,1
20220913,TBA,AL,TOR,AL,142,2,7,1,1
20220914,LAN,NL,ARI,NL,142,3,5,1,1
20220914,PIT,NL,CIN,NL,142,10,4,0,1
20220914,PHI,NL,MIA,NL,143,6,1,0,1
20220914,CHN,NL,NYN,NL,144,6,3,0,1
20220914,ATL,NL,SFN,NL,143,1,4,1,1
20220914,MIL,NL,SLN,NL,143,1,4,1,1
20220914,BAL,AL,WAS,NL,143,6,2,0,1
20220914,NYA,AL,BOS,AL,143,5,3,0,1
20220914,COL,NL,CHA,AL,143,3,0,0,1
20220914,ANA,AL,CLE,AL,141,3,5,1,1
20220914,HOU,AL,DET,AL,143,2,1,0,1
20220914,KCA,AL,MIN,AL,141,0,4,1,1
20220914,SDN,NL,SEA,AL,142,1,6,1,1
20220914,OAK,AL,TEX,AL,143,8,7,0,1
20220914,TBA,AL,TOR,AL,143,1,5,1,1
20220915,SDN,NL,ARI,NL,143,0,4,1,1
20220915,PHI,NL,MIA,NL,144,3,5,1,1
20220915,PIT,NL,NYN,NL,145,1,7,1,1
20220915,CIN,NL,SLN,NL,144,3,2,0,1
20220915,CHA,AL,CLE,AL,142,8,2,0,1
20220915,OAK,AL,HOU,AL,144,2,5,1,1
20220915,KCA,AL,MIN,AL,142,2,3,1,1
20220915,TBA,AL,TOR,AL,144,11,0,0,1
20220916,SDN,NL,ARI,NL,144,12,3,0,1
20220916,PHI,NL,ATL,NL,144,2,7,1,1
20220916,COL,NL,CHN,NL,144,1,2,1,1
20220916,NYA,AL,MIL,NL,144,6,7,1,1
20220916,PIT,NL,NYN,NL,146,3,4,1,1
20220916,LAN,NL,SFN,NL,144,5,0,0,1
20220916,CIN,NL,SLN,NL,145,5,6,1,1
20220916,MIA,NL,WAS,NL,144,4,5,1,1
20220916,SEA,AL,ANA,AL,144,7,8,1,1
20220916,KCA,AL,BOS,AL,144,1,2,1,1
20220916,MIN,AL,CLE,AL,143,3,4,1,1
20220916,CHA,AL,DET,AL,144,2,3,1,1
20220916,OAK,AL,HOU,AL,145,0,5,1,1
20220916,TEX,AL,TBA,AL,144,4,3,0,1
20220916,BAL,AL,TOR,AL,145,3,6,1,1
20220917,SDN,NL,ARI,NL,145,2,0,0,1
20220917,PHI,NL,ATL,NL,145,3,4,1,1
20220917,COL,NL,CHN,NL,145,3,1,0,1
20220917,NYA,AL,MIL,NL,145,1,4,1,1
20220917,PIT,NL,NYN,NL,147,1,5,1,1
20220917,LAN,NL,SFN,NL,145,7,2,0,1
20220917,CIN,NL,SLN,NL,146,1,5,1,1
20220917,CIN,NL,SLN,NL,147,0,1,1,1
20220917,MIA,NL,WAS,NL,145,3,5,1,1
20220917,SEA,AL,ANA,AL,145,1,2,1,1
20220917,KCA,AL,BOS,AL,145,9,0,0,1
20220917,MIN,AL,CLE,AL,144,1,5,1,1
20220917,MIN,AL,CLE,AL,145,6,7,1,1
20220917,CHA,AL,DET,AL,145,4,3,0,1
20220917,OAK,AL,HOU,AL,146,8,5,0,1
20220917,TEX,AL,TBA,AL,145,1,5,1,1
20220917,BAL,AL,TOR,AL,146,3,6,1,1
20220918,SDN,NL,ARI,NL,146,6,1,0,1
20220918,PHI,NL,ATL,NL,146,2,5,1,1
20220918,COL,NL,CHN,NL,146,4,3,0,1
20220918,NYA,AL,MIL,NL,146,12,8,0,1
20220918,PIT,NL,NYN,NL,148,3,7,1,1
20220918,LAN,NL,SFN,NL,146,4,3,0,1
20220918,CIN,NL,SLN,NL,148,3,0,0,1
20220918,MIA,NL,WAS,NL,146,3,1,0,1
20220918,SEA,AL,ANA,AL,146,1,5,1,1
20220918,KCA,AL,BOS,AL,146,3,13,1,1
20220918,MIN,AL,CLE,AL,146,3,0,0,1
20220918,CHA,AL,DET,AL,146,11,5,0,1
20220918,OAK,AL,HOU,AL,147,2,11,1,1
20220918,TEX,AL,TBA,AL,146,3,5,1,1
20220918,BAL,AL,TOR,AL,147,5,4,0,1
20220919,WAS,NL,ATL,NL,147,2,5,1,1
20220919,SFN,NL,COL,NL,147,10,7,0,1
20220919,ARI,NL,LAN,NL,146,2,5,1,1
20220919,CHN,NL,MIA,NL,148,3,10,1,1
20220919,NYN,NL,MIL,NL,147,7,2,0,1
20220919,SEA,AL,ANA,AL,147,9,1,0,1
20220919,DET,AL,BAL,AL,146,11,0,0,1
20220919,MIN,AL,CLE,AL,147,4,11,1,1
20220919,HOU,AL,TBA,AL,147,4,0,0,1
20220920,WAS,NL,ATL,NL,148,2,3,1,1
20220920,BOS,AL,CIN,NL,148,5,3,0,1
20220920,SFN,NL,COL,NL,148,6,3,0,1
20220920,ARI,NL,LAN,NL,147,5,6,1,1
20220920,ARI,NL,LAN,NL,148,5,2,0,1
20220920,CHN,NL,MIA,NL,149,2,1,0,1
20220920,NYN,NL,MIL,NL,148,7,5,0,1
20220920,TOR,AL,PHI,NL,147,18,11,0,1
20220920,SLN,NL,SDN,NL,148,0,5,1,1
20220920,DET,AL,BAL,AL,147,3,2,0,1
20220920,CLE,AL,CHA,AL,148,10,7,0,1
20220920,MIN,AL,KCA,AL,148,4,5,1,1
20220920,PIT,NL,NYA,AL,147,8,9,1,1
20220920,SEA,AL,OAK,AL,148,1,4,1,1
20220920,HOU,AL,TBA,AL,148,5,0,0,1
20220920,ANA,AL,TEX,AL,147,5,2,0,1
20220921,WAS,NL,ATL,NL,149,3,2,0,1
20220921,BOS,AL,CIN,NL,149,1,5,1,1
20220921,SFN,NL,COL,NL,149,6,1,0,1
20220921,ARI,NL,LAN,NL,149,6,1,0,1
20220921,CHN,NL,MIA,NL,150,4,3,0,1
20220921,NYN,NL,MIL,NL,149,0,6,1,1
20220921,TOR,AL,PHI,NL,148,3,4,1,1
20220921,SLN,NL,SDN,NL,149,0,1,1,1
20220921,DET,AL,BAL,AL,148,1,8,1,1
20220921,CLE,AL,CHA,AL,149,8,2,0,1
20220921,MIN,AL,KCA,AL,149,2,5,1,1
20220921,PIT,NL,NYA,AL,148,2,14,1,1
20220921,SEA,AL,OAK,AL,149,1,2,1,1
20220921,HOU,AL,TBA,AL,149,5,2,0,1
20220921,ANA,AL,TEX,AL,148,2,7,1,1
20220922,MIL,NL,CIN,NL,150,5,1,0,1
20220922,SFN,NL,COL,NL,150,3,0,0,1
20220922,ARI,NL,LAN,NL,150,2,3,1,1
20220922,ATL,NL,PHI,NL,149,0,1,1,1
20220922,CHN,NL,PIT,NL,150,3,2,0,1
20220922,SLN,NL,SDN,NL,150,5,4,0,1
20220922,HOU,AL,BAL,AL,149,0,2,1,1
20220922,CLE,AL,CHA,AL,150,4,2,0,1
20220922,MIN,AL,KCA,AL,150,1,4,1,1
20220922,BOS,AL,NYA,AL,149,4,5,1,1
20220922,SEA,AL,OAK,AL,150,9,5,0,1
20220922,TOR,AL,TBA,AL,150,5,10,1,1
20220922,ANA,AL,TEX,AL,149,3,5,1,1
20220923,SFN,NL,ARI,NL,152,6,5,0,1
20220923,MIL,NL,CIN,NL,151,5,3,0,1
20220923,SDN,NL,COL,NL,151,3,4,1,1
20220923,SLN,NL,LAN,NL,151,11,0,0,1
20220923,WAS,NL,MIA,NL,151,2,5,1,1
20220923,ATL,NL,PHI,NL,150,1,9,1,1
20220923,CHN,NL,PIT,NL,151,6,5,0,1
20220923,HOU,AL,BAL,AL,150,0,6,1,1
20220923,DET,AL,CHA,AL,151,5,3,0,1
20220923,SEA,AL,KCA,AL,151,1,5,1,1
20220923,ANA,AL,MIN,AL,151,4,2,0,1
20220923,BOS,AL,NYA,AL,150,4,5,1,1
20220923,NYN,NL,OAK,AL,151,9,2,0,1
20220923,TOR,AL,TBA,AL,151,6,10,1,1
20220923,CLE,AL,TEX,AL,150,6,3,0,1
20220924,SFN,NL,ARI,NL,153,2,5,1,1
20220924,MIL,NL,CIN,NL,152,10,2,0,1
20220924,SDN,NL,COL,NL,152,9,3,0,1
20220924,SLN,NL,LAN,NL,152,2,6,1,1
20220924,WAS,NL,MIA,NL,152,1,4,1,1
20220924,ATL,NL,PHI,NL,151,6,3,0,1
20220924,CHN,NL,PIT,NL,152,0,6,1,1
20220924,HOU,AL,BAL,AL,151,11,10,0,1
20220924,DET,AL,CHA,AL,152,7,2,0,1
20220924,SEA,AL,KCA,AL,152,6,5,0,1
20220924,ANA,AL,MIN,AL,152,4,8,1,1
20220924,BOS,AL,NYA,AL,151,5,7,1,1
20220924,NYN,NL,OAK,AL,152,4,10,1,1
20220924,TOR,AL,TBA,AL,152,3,1,0,1
20220924,CLE,AL,TEX,AL,151,4,2,0,1
20220925,SFN,NL,ARI,NL,154,3,2,0,1
20220925,MIL,NL,CIN,NL,153,1,2,1,1
20220925,SDN,NL,COL,NL,153,13,6,0,1
20220925,SLN,NL,LAN,NL,153,1,4,1,1
20220925,WAS,NL,MIA,NL,153,6,1,0,1
20220925,ATL,NL,PHI,NL,152,8,7,0,1
20220925,CHN,NL,PIT,NL,153,8,3,0,1
20220925,HOU,AL,BAL,AL,152,6,3,0,1
20220925,DET,AL,CHA,AL,153,4,1,0,1
20220925,SEA,AL,KCA,AL,153,12,13,1,1
20220925,ANA,AL,MIN,AL,153,10,3,0,1
20220925,BOS,AL,NYA,AL,152,0,2,1,1
20220925,NYN,NL,OAK,AL,153,13,4,0,1
20220925,TOR,AL,TBA,AL,153,7,1,0,1
20220925,CLE,AL,TEX,AL,152,10,4,0,1
20220926,CIN,NL,PIT,NL,154,3,8,1,1
20220926,ATL,NL,WAS,NL,153,8,0,0,1
20220926,BAL,AL,BOS,AL,153,14,8,0,1
20220926,NYA,AL,TOR,AL,154,2,3,1,1
20220927,PHI,NL,CHN,NL,154,1,2,1,1
20220927,SLN,NL,MIL,NL,154,6,2,0,1
20220927,MIA,NL,NYN,NL,155,6,4,0,1
20220927,CIN,NL,PIT,NL,155,1,4,1,1
20220927,LAN,NL,SDN,NL,154,3,4,1,1
20220927,COL,NL,SFN,NL,154,2,5,1,1
20220927,ATL,NL,WAS,NL,154,8,2,0,1
20220927,OAK,AL,ANA,AL,154,3,4,1,1
20220927,BAL,AL,BOS,AL,154,9,13,1,1
20220927,TBA,AL,CLE,AL,154,6,5,0,1
20220927,KCA,AL,DET,AL,153,3,4,1,1
20220927,ARI,NL,HOU,AL,155,2,10,1,1
20220927,CHA,AL,MIN,AL,154,0,4,1,1
20220927,TEX,AL,SEA,AL,153,5,0,0,1
20220927,NYA,AL,TOR,AL,155,5,2,0,1
20220928,PHI,NL,CHN,NL,155,2,4,1,1
20220928,SLN,NL,MIL,NL,155,1,5,1,1
20220928,MIA,NL,NYN,NL,156,4,5,1,1
20220928,CIN,NL,PIT,NL,156,3,4,1,1
20220928,LAN,NL,SDN,NL,155,1,0,0,1
20220928,COL,NL,SFN,NL,155,3,6,1,1
20220928,ATL,NL,WAS,NL,155,2,3,1,1
20220928,OAK,AL,ANA,AL,155,1,4,1,1
20220928,BAL,AL,BOS,AL,155,1,3,1,1
20220928,TBA,AL,CLE,AL,155,1,2,1,1
20220928,KCA,AL,DET,AL,154,1,2,1,1
20220928,ARI,NL,HOU,AL,156,5,2,0,1
20220928,CHA,AL,MIN,AL,155,4,8,1,1
20220928,TEX,AL,SEA,AL,154,1,3,1,1
20220928,NYA,AL,TOR,AL,156,8,3,0,1
20220929,PHI,NL,CHN,NL,156,0,2,1,1
20220929,MIA,NL,MIL,NL,156,4,2,0,1
20220929,LAN,NL,SDN,NL,156,5,2,0,1
20220929,COL,NL,SFN,NL,156,4,6,1,1
20220929,OAK,AL,ANA,AL,156,2,4,1,1
20220929,BAL,AL,BOS,AL,156,3,5,1,1
20220929,TBA,AL,CLE,AL,156,1,2,1,1
20220929,KCA,AL,DET,AL,155,3,10,1,1
20220929,CHA,AL,MIN,AL,156,4,3,0,1
20220929,TEX,AL,SEA,AL,155,9,10,1,1
20220930,NYN,NL,ATL,NL,157,2,5,1,1
20220930,CIN,NL,CHN,NL,157,1,6,1,1
20220930,COL,NL,LAN,NL,157,1,10,1,1
20220930,MIA,NL,MIL,NL,157,0,1,1,1
20220930,CHA,AL,SDN,NL,157,3,1,0,1
20220930,ARI,NL,SFN,NL,157,4,10,1,1
20220930,PIT,NL,SLN,NL,157,1,2,1,1
20220930,PHI,NL,WAS,NL,156,5,1,0,1
20220930,TEX,AL,ANA,AL,157,1,4,1,1
20220930,KCA,AL,CLE,AL,157,3,6,1,1
20220930,MIN,AL,DET,AL,156,7,0,0,1
20220930,TBA,AL,HOU,AL,157,7,3,0,1
20220930,BAL,AL,NYA,AL,156,2,1,0,1
20220930,OAK,AL,SEA,AL,156,1,2,1,1
20220930,BOS,AL,TOR,AL,157,0,9,1,1
20221001,NYN,NL,ATL,NL,158,2,4,1,1
20221001,CIN,NL,CHN,NL,158,1,2,1,1
20221001,COL,NL,LAN,NL,158,4,6,1,1
20221001,MIA,NL,MIL,NL,158,4,3,0,1
20221001,CHA,AL,SDN,NL,158,2,5,1,1
20221001,ARI,NL,SFN,NL,158,8,4,0,1
20221001,PIT,NL,SLN,NL,158,3,13,1,1
20221001,PHI,NL,WAS,NL,157,4,13,1,1
20221001,PHI,NL,WAS,NL,158,8,2,0,1
20221001,TEX,AL,ANA,AL,158,2,3,1,1
20221001,KCA,AL,CLE,AL,158,7,1,0,1
20221001,MIN,AL,DET,AL,157,2,3,1,1
20221001,TBA,AL,HOU,AL,158,1,2,1,1
20221001,BAL,AL,NYA,AL,157,0,8,1,1
20221001,OAK,AL,SEA,AL,157,1,5,1,1
20221001,BOS,AL,TOR,AL,158,0,10,1,1
20221002,NYN,NL,ATL,NL,159,3,5,1,1
20221002,CIN,NL,CHN,NL,159,1,8,1,1
20221002,COL,NL,LAN,NL,159,4,1,0,1
20221002,MIA,NL,MIL,NL,159,4,3,0,1
20221002,CHA,AL,SDN,NL,159,2,1,0,1
20221002,ARI,NL,SFN,NL,159,3,4,1,1
20221002,PIT,NL,SLN,NL,159,7,5,0,1
20221002,PHI,NL,WAS,NL,159,8,1,0,1
20221002,TEX,AL,ANA,AL,159,3,8,1,1
20221002,KCA,AL,CLE,AL,159,5,7,1,1
20221002,MIN,AL,DET,AL,158,2,5,1,1
20221002,TBA,AL,HOU,AL,159,1,3,1,1
20221002,BAL,AL,NYA,AL,158,3,1,0,1
20221002,OAK,AL,SEA,AL,158,10,3,0,1
20221002,BOS,AL,TOR,AL,159,3,6,1,1
20221003,CHN,NL,CIN,NL,160,1,3,1,1
20221003,COL,NL,LAN,NL,160,2,1,0,1
20221003,ATL,NL,MIA,NL,160,0,4,1,1
20221003,ARI,NL,MIL,NL,160,5,6,1,1
20221003,SLN,NL,PIT,NL,160,2,3,1,1
20221003,SFN,NL,SDN,NL,160,4,7,1,1
20221003,TOR,AL,BAL,AL,160,5,1,0,1
20221003,TBA,AL,BOS,AL,160,3,4,1,1
20221003,MIN,AL,CHA,AL,160,2,3,1,1
20221003,KCA,AL,CLE,AL,160,5,2,0,1
20221003,PHI,NL,HOU,AL,160,3,0,0,1
20221003,ANA,AL,OAK,AL,160,4,5,1,1
20221003,DET,AL,SEA,AL,159,4,3,0,1
20221003,NYA,AL,TEX,AL,159,3,1,0,1
20221004,CHN,NL,CIN,NL,161,2,3,1,1
20221004,COL,NL,LAN,NL,161,5,2,0,1
20221004,ATL,NL,MIA,NL,161,2,1,0,1
20221004,ARI,NL,MIL,NL,161,0,3,1,1
20221004,WAS,NL,NYN,NL,160,2,4,1,1
20221004,WAS,NL,NYN,NL,161,0,8,1,1
20221004,SLN,NL,PIT,NL,161,8,7,0,1
20221004,SFN,NL,SDN,NL,161,2,6,1,1
20221004,TBA,AL,BOS,AL,161,0,6,1,1
20221004,MIN,AL,CHA,AL,161,3,8,1,1
20221004,KCA,AL,CLE,AL,161,3,5,1,1
20221004,PHI,NL,HOU,AL,161,0,10,1,1
20221004,ANA,AL,OAK,AL,161,1,2,1,1
20221004,DET,AL,SEA,AL,160,6,7,1,1
20221004,DET,AL,SEA,AL,161,6,9,1,1
20221004,NYA,AL,TEX,AL,160,5,4,0,1
20221004,NYA,AL,TEX,AL,161,2,3,1,1
20221005,CHN,NL,CIN,NL,162,15,2,0,1
20221005,COL,NL,LAN,NL,162,1,6,1,1
20221005,ATL,NL,MIA,NL,162,9,12,1,1
20221005,ARI,NL,MIL,NL,162,4,2,0,1
20221005,WAS,NL,NYN,NL,162,2,9,1,1
20221005,SLN,NL,PIT,NL,162,3,5,1,1
20221005,SFN,NL,SDN,NL,162,8,1,0,1
20221005,TOR,AL,BAL,AL,161,4,5,1,1
20221005,TOR,AL,BAL,AL,162,5,1,0,1
20221005,TBA,AL,BOS,AL,162,3,6,1,1
20221005,MIN,AL,CHA,AL,162,10,1,0,1
20221005,KCA,AL,CLE,AL,162,2,9,1,1
20221005,PHI,NL,HOU,AL,162,2,3,1,1
20221005,ANA,AL,OAK,AL,162,2,3,1,1
20221005,DET,AL,SEA,AL,162,4,5,1,1
20221005,NYA,AL,TEX,AL,162,2,4,1,1
20220407,ARI,NL,SDN,NL,1,4,2,0,0
20220407,ATL,NL,CIN,NL,1,3,6,1,0
20220407,CHN,NL,MIL,NL,1,5,4,0,0
20220407,SLN,NL,PIT,NL,1,9,0,0,0
20220407,WAS,NL,NYN,NL,1,1,5,1,0
20220407,ANA,AL,HOU,AL,1,1,3,1,0
20220407,KCA,AL,CLE,AL,1,3,1,0,0
20220408,ARI,NL,SDN,NL,2,0,3,1,0
20220408,ATL,NL,CIN,NL,2,7,6,0,0
20220408,COL,NL,LAN,NL,1,3,5,1,0
20220408,PHI,NL,OAK,AL,1,9,5,0,0
20220408,SFN,NL,MIA,NL,1,6,5,0,0
20220408,WAS,NL,NYN,NL,2,3,7,1,0
20220408,ANA,AL,HOU,AL,2,6,13,1,0
20220408,DET,AL,CHA,AL,1,5,4,0,0
20220408,MIN,AL,SEA,AL,1,1,2,1,0
20220408,NYA,AL,BOS,AL,1,6,5,0,0
20220408,TBA,AL,BAL,AL,1,2,1,0,0
20220408,TOR,AL,TEX,AL,1,10,8,0,0
20220409,ARI,NL,SDN,NL,3,2,5,1,0
20220409,ATL,NL,CIN,NL,3,2,1,0,0
20220409,CHN,NL,MIL,NL,2,9,0,0,0
20220409,COL,NL,LAN,NL,2,3,2,0,0
20220409,PHI,NL,OAK,AL,2,4,2,0,0
20220409,SFN,NL,MIA,NL,2,1,2,1,0
